Country_Code,Country_Name,Year,Value
UZB,Uzbekistan,1973,63.125
VCT,St. Vincent and the Grenadines,1973,64.711
VEN,"Venezuela, RB",1973,66.331
VIR,Virgin Islands (U.S.),1973,69.9355853658537
VNM,Vietnam,1973,59.203
VUT,Vanuatu,1973,56.043
WLD,World,1973,60.045577334228796
WSM,Samoa,1973,60.948
XKX,Kosovo,1973,
YEM,"Yemen, Rep.",1973,40.093
ZAF,South Africa,1973,54.281000000000006
ZMB,Zambia,1973,51.351000000000006
ZWE,Zimbabwe,1973,57.50899999999999
ABW,Aruba,1974,70.51899999999999
AFG,Afghanistan,1974,39.558
AGO,Angola,1974,42.373999999999995
ALB,Albania,1974,68.343
ARB,Arab World,1974,54.642866584549104
ARE,United Arab Emirates,1974,64.525
ARG,Argentina,1974,67.686
ARM,Armenia,1974,70.775
ATG,Antigua and Barbuda,1974,66.727
AUS,Australia,1974,72.2360975609756
AUT,Austria,1974,71.0121951219512
AZE,Azerbaijan,1974,63.687
BDI,Burundi,1974,44.865
BEL,Belgium,1974,71.9858536585366
BEN,Benin,1974,44.336999999999996
BFA,Burkina Faso,1974,41.025
BGD,Bangladesh,1974,47.396
BGR,Bulgaria,1974,71.2080487804878
BHR,Bahrain,1974,66.421
BHS,"Bahamas, The",1974,66.593
BIH,Bosnia and Herzegovina,1974,68.39
BLR,Belarus,1974,70.06807317073171
BLZ,Belize,1974,67.354
BMU,Bermuda,1974,
BOL,Bolivia,1974,47.355
BRA,Brazil,1974,60.513000000000005
BRB,Barbados,1974,69.756
BRN,Brunei Darussalam,1974,64.709
BTN,Bhutan,1974,41.784
BWA,Botswana,1974,55.957
CAF,Central African Republic,1974,45.504
CAN,Canada,1974,73.2375609756098
CEB,Central Europe and the Baltics,1974,70.30593936929719
CHE,Switzerland,1974,74.2870731707317
CHI,Channel Islands,1974,72.26100000000001
CHL,Chile,1974,64.917
CHN,China,1974,63.13399999999999
CIV,Cote d'Ivoire,1974,47.418
CMR,Cameroon,1974,48.675
COD,"Congo, Dem. Rep.",1974,45.026
COG,"Congo, Rep.",1974,52.248999999999995
COL,Colombia,1974,64.047
COM,Comoros,1974,47.441
CPV,Cabo Verde,1974,56.608999999999995
CRI,Costa Rica,1974,68.17
CSS,Caribbean small states,1974,66.61828619142551
CUB,Cuba,1974,71.707
CUW,Curacao,1974,
CYM,Cayman Islands,1974,
CYP,Cyprus,1974,73.53
CZE,Czech Republic,1974,70.08658536585371
DEU,Germany,1974,71.1954146341463
DJI,Djibouti,1974,51.442
DMA,Dominica,1974,
DNK,Denmark,1974,73.8082926829268
DOM,Dominican Republic,1974,60.277
DZA,Algeria,1974,52.218
EAP,East Asia & Pacific (excluding high income),1974,61.51220953839971
EAR,Early-demographic dividend,1974,52.884765155539505
EAS,East Asia & Pacific,1974,62.8439896562207
ECA,Europe & Central Asia (excluding high income),1974,66.3458142168419
ECS,Europe & Central Asia,1974,69.6050464313362
ECU,Ecuador,1974,60.258
EGY,"Egypt, Arab Rep.",1974,54.021
EMU,Euro area,1974,72.026062052646
ERI,Eritrea,1974,44.691
ESP,Spain,1974,72.969756097561
EST,Estonia,1974,69.5902195121951
ETH,Ethiopia,1974,43.894
EUU,European Union,1974,71.8255761238865
FCS,Fragile and conflict affected situations,1974,48.3121239859017
FIN,Finland,1974,71.1348780487805
FJI,Fiji,1974,62.751999999999995
FRA,France,1974,72.60487804878049
FRO,Faroe Islands,1974,
FSM,"Micronesia, Fed. Sts.",1974,60.473
GAB,Gabon,1974,50.425
GBR,United Kingdom,1974,72.5243902439024
GEO,Georgia,1974,68.718
GHA,Ghana,1974,50.507
GIN,Guinea,1974,38.041
GMB,"Gambia, The",1974,41.352
GNB,Guinea-Bissau,1974,41.925
GNQ,Equatorial Guinea,1974,41.021
GRC,Greece,1974,72.06463414634149
GRD,Grenada,1974,66.649
GRL,Greenland,1974,
GTM,Guatemala,1974,54.676
GUM,Guam,1974,67.235
GUY,Guyana,1974,62.071999999999996
HIC,High income,1974,71.71363774435319
HKG,"Hong Kong SAR, China",1974,72.6121951219512
HND,Honduras,1974,55.123999999999995
HPC,Heavily indebted poor countries (HIPC),1974,45.465756847587
HRV,Croatia,1974,69.2527073170732
HTI,Haiti,1974,48.119
HUN,Hungary,1974,69.24804878048779
IBD,IBRD only,1974,59.5248210357814
IBT,IDA & IBRD total,1974,57.4748666905376
IDA,IDA total,1974,47.7569056329605
IDB,IDA blend,1974,51.091535259039794
IDN,Indonesia,1974,54.843
IDX,IDA only,1974,46.1418226752194
IMN,Isle of Man,1974,
IND,India,1974,50.373999999999995
IRL,Ireland,1974,71.4720243902439
IRN,"Iran, Islamic Rep.",1974,54.463
IRQ,Iraq,1974,60.644
ISL,Iceland,1974,74.5117073170732
ISR,Israel,1974,71.66170731707321
ITA,Italy,1974,72.7343902439025
JAM,Jamaica,1974,69.09899999999999
JOR,Jordan,1974,62.869
JPN,Japan,1974,74.39390243902442
KAZ,Kazakhstan,1974,63.27992682926829
KEN,Kenya,1974,54.748999999999995
KGZ,Kyrgyz Republic,1974,61.3329024390244
KHM,Cambodia,1974,28.04
KIR,Kiribati,1974,54.027
KNA,St. Kitts and Nevis,1974,
KOR,"Korea, Rep.",1974,63.8048780487805
KWT,Kuwait,1974,67.426
LAC,Latin America & Caribbean (excluding high income),1974,61.875614226623895
LAO,Lao PDR,1974,47.449
LBN,Lebanon,1974,66.995
LBR,Liberia,1974,42.06100000000001
LBY,Libya,1974,59.77
LCA,St. Lucia,1974,65.515
LCN,Latin America & Caribbean,1974,62.1969818274525
LDC,Least developed countries: UN classification,1974,45.11153262854071
LIC,Low income,1974,45.6874391911115
LIE,Liechtenstein,1974,
LKA,Sri Lanka,1974,65.694
LMC,Lower middle income,1974,52.29600660274551
LMY,Low & middle income,1974,57.3362510243501
LSO,Lesotho,1974,52.731
LTE,Late-demographic dividend,1974,63.6539363851286
LTU,Lithuania,1974,71.2441463414634
LUX,Luxembourg,1974,70.5425609756098
LVA,Latvia,1974,69.74097560975609
MAC,"Macao SAR, China",1974,71.4
MAF,St. Martin (French part),1974,
MAR,Morocco,1974,54.066
MDA,Moldova,1974,65.221
MDG,Madagascar,1974,46.656000000000006
MDV,Maldives,1974,47.368
MEA,Middle East & North Africa,1974,55.4240291210813
MEX,Mexico,1974,63.378
MHL,Marshall Islands,1974,
MIC,Middle income,1974,58.237684695469106
MKD,North Macedonia,1974,67.773
MLI,Mali,1974,35.205
MLT,Malta,1974,72.1111951219512
MMR,Myanmar,1974,50.503
MNA,Middle East & North Africa (excluding high income),1974,54.7791873466513
MNE,Montenegro,1974,71.748
MNG,Mongolia,1974,56.676
MOZ,Mozambique,1974,42.451
MRT,Mauritania,1974,51.935
MUS,Mauritius,1974,63.9999756097561
MWI,Malawi,1974,41.744
MYS,Malaysia,1974,66.117
NAC,North America,1974,72.079596820105
NAM,Namibia,1974,54.82
NCL,New Caledonia,1974,64.8243902439024
NER,Niger,1974,36.633
NGA,Nigeria,1974,42.729
NIC,Nicaragua,1974,55.833
NLD,Netherlands,1974,74.5368292682927
NOR,Norway,1974,74.7536585365854
NPL,Nepal,1974,43.151
NZL,New Zealand,1974,71.92439024390241
OED,OECD members,1974,70.69885169235371
OMN,Oman,1974,53.76
OSS,Other small states,1974,56.599902364574696
PAK,Pakistan,1974,54.613
PAN,Panama,1974,67.527
PER,Peru,1974,56.994
PHL,Philippines,1974,63.185
PLW,Palau,1974,
PNG,Papua New Guinea,1974,48.815
POL,Poland,1974,71.1170731707317
PRE,Pre-demographic dividend,1974,45.370547662620496
PRI,Puerto Rico,1974,72.73790243902441
PRK,"Korea, Dem. People’s Rep.",1974,62.896
PRT,Portugal,1974,68.019512195122
PRY,Paraguay,1974,65.964
PSE,West Bank and Gaza,1974,
PSS,Pacific island small states,1974,61.2043448587426
PST,Post-demographic dividend,1974,71.8899273585721
PYF,French Polynesia,1974,61.468999999999994
QAT,Qatar,1974,70.25399999999999
ROU,Romania,1974,69.49975609756099
RUS,Russian Federation,1974,68.320243902439
RWA,Rwanda,1974,45.083999999999996
SAS,South Asia,1974,50.43138115016979
SAU,Saudi Arabia,1974,57.078
SDN,Sudan,1974,53.43
SEN,Senegal,1974,42.442
SGP,Singapore,1974,69.8347804878049
SLB,Solomon Islands,1974,59.233000000000004
SLE,Sierra Leone,1974,38.032
SLV,El Salvador,1974,55.948
SMR,San Marino,1974,
SOM,Somalia,1974,42.494
SRB,Serbia,1974,
SSA,Sub-Saharan Africa (excluding high income),1974,46.19101405463671
SSD,South Sudan,1974,37.378
SSF,Sub-Saharan Africa,1974,46.19101405463671
SST,Small states,1974,59.680187959326
STP,Sao Tome and Principe,1974,57.597
SUR,Suriname,1974,63.964
SVK,Slovak Republic,1974,70.1759024390244
SVN,Slovenia,1974,70.1609756097561
SWE,Sweden,1974,74.9804878048781
SWZ,Eswatini,1974,50.919
SXM,Sint Maarten (Dutch part),1974,
SYC,Seychelles,1974,
SYR,Syrian Arab Republic,1974,61.872
TCD,Chad,1974,43.059
TEA,East Asia & Pacific (IDA & IBRD countries),1974,61.494048377486294
TEC,Europe & Central Asia (IDA & IBRD countries),1974,66.83079343561421
TGO,Togo,1974,48.958
THA,Thailand,1974,61.458999999999996
TJK,Tajikistan,1974,55.675
TKM,Turkmenistan,1974,59.488
TLA,Latin America & the Caribbean (IDA & IBRD countries),1974,61.78750033984261
TLS,Timor-Leste,1974,36.66
TMN,Middle East & North Africa (IDA & IBRD countries),1974,54.7791873466513
TON,Tonga,1974,65.322
TSA,South Asia (IDA & IBRD),1974,50.43138115016979
TSS,Sub-Saharan Africa (IDA & IBRD countries),1974,46.19101405463671
TTO,Trinidad and Tobago,1974,65.368
TUN,Tunisia,1974,55.70399999999999
TUR,Turkey,1974,54.74100000000001
TZA,Tanzania,1974,48.472
UGA,Uganda,1974,49.715
UKR,Ukraine,1974,69.8088536585366
UMC,Upper middle income,1974,63.052205219731206
URY,Uruguay,1974,68.941
USA,United States,1974,71.95609756097559
UZB,Uzbekistan,1974,63.332
VCT,St. Vincent and the Grenadines,1974,65.069
VEN,"Venezuela, RB",1974,66.729
VIR,Virgin Islands (U.S.),1974,70.2175853658537
VNM,Vietnam,1974,60.111999999999995
VUT,Vanuatu,1974,56.582
WLD,World,1974,60.5410031302235
WSM,Samoa,1974,61.301
XKX,Kosovo,1974,
YEM,"Yemen, Rep.",1974,41.218999999999994
ZAF,South Africa,1974,54.856
ZMB,Zambia,1974,51.7
ZWE,Zimbabwe,1974,57.688
ABW,Aruba,1975,70.833
AFG,Afghanistan,1975,40.128
AGO,Angola,1975,42.721000000000004
ALB,Albania,1975,68.736
ARB,Arab World,1975,55.2779884570801
ARE,United Arab Emirates,1975,65.244
ARG,Argentina,1975,67.985
ARM,Armenia,1975,70.783
ATG,Antigua and Barbuda,1975,66.975
AUS,Australia,1975,72.6253658536586
AUT,Austria,1975,71.1146341463415
AZE,Azerbaijan,1975,63.776
BDI,Burundi,1975,45.242
BEL,Belgium,1975,71.97121951219509
BEN,Benin,1975,44.882
BFA,Burkina Faso,1975,41.63
BGD,Bangladesh,1975,48.313
BGR,Bulgaria,1975,71.049756097561
BHR,Bahrain,1975,67.04
BHS,"Bahamas, The",1975,66.785
BIH,Bosnia and Herzegovina,1975,68.872
BLR,Belarus,1975,70.04826829268289
BLZ,Belize,1975,67.751
BMU,Bermuda,1975,
BOL,Bolivia,1975,47.828
BRA,Brazil,1975,60.88399999999999
BRB,Barbados,1975,70.113
BRN,Brunei Darussalam,1975,65.209
BTN,Bhutan,1975,42.31100000000001
BWA,Botswana,1975,56.523999999999994
CAF,Central African Republic,1975,46.275
CAN,Canada,1975,73.52170731707321
CEB,Central Europe and the Baltics,1975,70.1744086942295
CHE,Switzerland,1975,74.6656097560976
CHI,Channel Islands,1975,72.40899999999999
CHL,Chile,1975,65.609
CHN,China,1975,63.915
CIV,Cote d'Ivoire,1975,48.147
CMR,Cameroon,1975,49.205
COD,"Congo, Dem. Rep.",1975,45.222
COG,"Congo, Rep.",1975,52.6
COL,Colombia,1975,64.518
COM,Comoros,1975,47.887
CPV,Cabo Verde,1975,57.63
CRI,Costa Rica,1975,68.825
CSS,Caribbean small states,1975,66.8756886705474
CUB,Cuba,1975,72.138
CUW,Curacao,1975,
CYM,Cayman Islands,1975,
CYP,Cyprus,1975,73.753
CZE,Czech Republic,1975,70.4146341463415
DEU,Germany,1975,71.4017317073171
DJI,Djibouti,1975,51.832
DMA,Dominica,1975,
DNK,Denmark,1975,74.0751219512195
DOM,Dominican Republic,1975,60.763999999999996
DZA,Algeria,1975,52.86600000000001
EAP,East Asia & Pacific (excluding high income),1975,62.2030763011621
EAR,Early-demographic dividend,1975,53.4431219285325
EAS,East Asia & Pacific,1975,63.5147119616585
ECA,Europe & Central Asia (excluding high income),1975,66.1644393970323
ECS,Europe & Central Asia,1975,69.57953023565311
ECU,Ecuador,1975,60.773999999999994
EGY,"Egypt, Arab Rep.",1975,54.717
EMU,Euro area,1975,72.16923440838471
ERI,Eritrea,1975,45.053999999999995
ESP,Spain,1975,73.31878048780491
EST,Estonia,1975,69.4413170731707
ETH,Ethiopia,1975,44.044
EUU,European Union,1975,71.9212180103757
FCS,Fragile and conflict affected situations,1975,48.773496810702106
FIN,Finland,1975,71.6736585365854
FJI,Fiji,1975,62.913000000000004
FRA,France,1975,72.85365853658541
FRO,Faroe Islands,1975,
FSM,"Micronesia, Fed. Sts.",1975,60.85
GAB,Gabon,1975,51.233999999999995
GBR,United Kingdom,1975,72.7243902439024
GEO,Georgia,1975,69.014
GHA,Ghana,1975,50.81100000000001
GIN,Guinea,1975,38.501999999999995
GMB,"Gambia, The",1975,42.205
GNB,Guinea-Bissau,1975,42.263000000000005
GNQ,Equatorial Guinea,1975,41.343999999999994
GRC,Greece,1975,72.2937073170732
GRD,Grenada,1975,66.895
GRL,Greenland,1975,
GTM,Guatemala,1975,55.14
GUM,Guam,1975,67.59899999999999
GUY,Guyana,1975,62.14
HIC,High income,1975,72.0625575937792
HKG,"Hong Kong SAR, China",1975,73.36829268292679
HND,Honduras,1975,55.833999999999996
HPC,Heavily indebted poor countries (HIPC),1975,45.854218400365
HRV,Croatia,1975,70.00195121951221
HTI,Haiti,1975,48.683
HUN,Hungary,1975,69.29
IBD,IBRD only,1975,60.0489563206427
IBT,IDA & IBRD total,1975,57.9717317083337
IDA,IDA total,1975,48.1795590337333
IDB,IDA blend,1975,51.500382601325796
IDN,Indonesia,1975,55.386
IDX,IDA only,1975,46.56446680465321
IMN,Isle of Man,1975,
IND,India,1975,51.012
IRL,Ireland,1975,71.61660975609759
IRN,"Iran, Islamic Rep.",1975,55.263999999999996
IRQ,Iraq,1975,61.078
ISL,Iceland,1975,75.5787804878049
ISR,Israel,1975,72.0451219512195
ITA,Italy,1975,72.6473170731708
JAM,Jamaica,1975,69.41
JOR,Jordan,1975,63.501999999999995
JPN,Japan,1975,75.0573170731707
KAZ,Kazakhstan,1975,63.4918780487805
KEN,Kenya,1975,55.273
KGZ,Kyrgyz Republic,1975,61.564853658536606
KHM,Cambodia,1975,23.595
KIR,Kiribati,1975,54.398999999999994
KNA,St. Kitts and Nevis,1975,
KOR,"Korea, Rep.",1975,64.1536585365854
KWT,Kuwait,1975,67.824
LAC,Latin America & Caribbean (excluding high income),1975,62.3007024281323
LAO,Lao PDR,1975,47.722
LBN,Lebanon,1975,67.183
LBR,Liberia,1975,42.786
LBY,Libya,1975,60.6
LCA,St. Lucia,1975,65.997
LCN,Latin America & Caribbean,1975,62.623469074101294
LDC,Least developed countries: UN classification,1975,45.5150339422828
LIC,Low income,1975,46.112524263878406
LIE,Liechtenstein,1975,
LKA,Sri Lanka,1975,66.067
LMC,Lower middle income,1975,52.8308769213836
LMY,Low & middle income,1975,57.846499464847795
LSO,Lesotho,1975,53.367
LTE,Late-demographic dividend,1975,64.19324846196429
LTU,Lithuania,1975,70.8673170731707
LUX,Luxembourg,1975,70.7576097560976
LVA,Latvia,1975,68.9253658536585
MAC,"Macao SAR, China",1975,71.887
MAF,St. Martin (French part),1975,
MAR,Morocco,1975,54.492
MDA,Moldova,1975,65.209
MDG,Madagascar,1975,47.093999999999994
MDV,Maldives,1975,48.25
MEA,Middle East & North Africa,1975,56.1367485735707
MEX,Mexico,1975,63.922
MHL,Marshall Islands,1975,
MIC,Middle income,1975,58.7583047910504
MKD,North Macedonia,1975,68.02
MLI,Mali,1975,35.921
MLT,Malta,1975,72.2810975609756
MMR,Myanmar,1975,50.907
MNA,Middle East & North Africa (excluding high income),1975,55.475276321870496
MNE,Montenegro,1975,72.041
MNG,Mongolia,1975,56.79600000000001
MOZ,Mozambique,1975,42.75899999999999
MRT,Mauritania,1975,52.358000000000004
MUS,Mauritius,1975,64.3905365853659
MWI,Malawi,1975,42.206
MYS,Malaysia,1975,66.442
NAC,North America,1975,72.69361492745651
NAM,Namibia,1975,55.369
NCL,New Caledonia,1975,65.2731707317073
NER,Niger,1975,36.905
NGA,Nigeria,1975,43.187
NIC,Nicaragua,1975,56.318999999999996
NLD,Netherlands,1975,74.49878048780491
NOR,Norway,1975,74.8175609756098
NPL,Nepal,1975,43.718
NZL,New Zealand,1975,72.21951219512201
OED,OECD members,1975,71.0475547389146
OMN,Oman,1975,54.755
OSS,Other small states,1975,56.9425916499405
PAK,Pakistan,1975,55.028
PAN,Panama,1975,68.027
PER,Peru,1975,57.575
PHL,Philippines,1975,63.183
PLW,Palau,1975,
PNG,Papua New Guinea,1975,49.512
POL,Poland,1975,70.5609756097561
PRE,Pre-demographic dividend,1975,45.8119559196118
PRI,Puerto Rico,1975,72.9824634146342
PRK,"Korea, Dem. People’s Rep.",1975,63.57899999999999
PRT,Portugal,1975,68.30975609756099
PRY,Paraguay,1975,66.13
PSE,West Bank and Gaza,1975,
PSS,Pacific island small states,1975,61.5192202766561
PST,Post-demographic dividend,1975,72.23756123945441
PYF,French Polynesia,1975,61.823
QAT,Qatar,1975,70.734
ROU,Romania,1975,69.6139024390244
RUS,Russian Federation,1975,67.7239024390244
RWA,Rwanda,1975,45.315
SAS,South Asia,1975,51.070608152074605
SAU,Saudi Arabia,1975,58.148
SDN,Sudan,1975,53.638000000000005
SEN,Senegal,1975,43.521
SGP,Singapore,1975,70.2197073170732
SLB,Solomon Islands,1975,59.898999999999994
SLE,Sierra Leone,1975,38.468
SLV,El Salvador,1975,56.052
SMR,San Marino,1975,
SOM,Somalia,1975,42.876000000000005
SRB,Serbia,1975,
SSA,Sub-Saharan Africa (excluding high income),1975,46.5997776606238
SSD,South Sudan,1975,37.766999999999996
SSF,Sub-Saharan Africa,1975,46.5997776606238
SST,Small states,1975,59.9797362199267
STP,Sao Tome and Principe,1975,58.13
SUR,Suriname,1975,64.20100000000001
SVK,Slovak Republic,1975,70.24487804878049
SVN,Slovenia,1975,70.3585365853659
SWE,Sweden,1975,74.98463414634149
SWZ,Eswatini,1975,51.661
SXM,Sint Maarten (Dutch part),1975,
SYC,Seychelles,1975,
SYR,Syrian Arab Republic,1975,62.57899999999999
TCD,Chad,1975,43.396
TEA,East Asia & Pacific (IDA & IBRD countries),1975,62.1850063980486
TEC,Europe & Central Asia (IDA & IBRD countries),1975,66.6253056723093
TGO,Togo,1975,49.537
THA,Thailand,1975,61.985
TJK,Tajikistan,1975,56.043
TKM,Turkmenistan,1975,59.703
TLA,Latin America & the Caribbean (IDA & IBRD countries),1975,62.2194974548637
TLS,Timor-Leste,1975,35.092
TMN,Middle East & North Africa (IDA & IBRD countries),1975,55.475276321870496
TON,Tonga,1975,65.611
TSA,South Asia (IDA & IBRD),1975,51.070608152074605
TSS,Sub-Saharan Africa (IDA & IBRD countries),1975,46.5997776606238
TTO,Trinidad and Tobago,1975,65.572
TUN,Tunisia,1975,56.794
TUR,Turkey,1975,55.387
TZA,Tanzania,1975,48.887
UGA,Uganda,1975,49.769
UKR,Ukraine,1975,69.6346341463415
UMC,Upper middle income,1975,63.58578172151729
URY,Uruguay,1975,69.089
USA,United States,1975,72.60487804878049
UZB,Uzbekistan,1975,63.53
VCT,St. Vincent and the Grenadines,1975,65.445
VEN,"Venezuela, RB",1975,67.092
VIR,Virgin Islands (U.S.),1975,70.4900731707317
VNM,Vietnam,1975,61.446000000000005
VUT,Vanuatu,1975,57.128
WLD,World,1975,60.9869594434047
WSM,Samoa,1975,61.661
XKX,Kosovo,1975,
YEM,"Yemen, Rep.",1975,42.364
ZAF,South Africa,1975,55.428000000000004
ZMB,Zambia,1975,51.998999999999995
ZWE,Zimbabwe,1975,57.891999999999996
ABW,Aruba,1976,71.14
AFG,Afghanistan,1976,40.715
AGO,Angola,1976,43.053000000000004
ALB,Albania,1976,69.11
ARB,Arab World,1976,55.909612321770894
ARE,United Arab Emirates,1976,65.916
ARG,Argentina,1976,68.283
ARM,Armenia,1976,70.783
ATG,Antigua and Barbuda,1976,67.244
AUS,Australia,1976,73.01463414634149
AUT,Austria,1976,71.5658536585366
AZE,Azerbaijan,1976,63.852
BDI,Burundi,1976,45.63
BEL,Belgium,1976,72.119756097561
BEN,Benin,1976,45.398999999999994
BFA,Burkina Faso,1976,42.343
BGD,Bangladesh,1976,49.402
BGR,Bulgaria,1976,71.3948780487805
BHR,Bahrain,1976,67.616
BHS,"Bahamas, The",1976,66.962
BIH,Bosnia and Herzegovina,1976,69.296
BLR,Belarus,1976,70.0159024390244
BLZ,Belize,1976,68.135
BMU,Bermuda,1976,
BOL,Bolivia,1976,48.312
BRA,Brazil,1976,61.243
BRB,Barbados,1976,70.509
BRN,Brunei Darussalam,1976,65.696
BTN,Bhutan,1976,42.861000000000004
BWA,Botswana,1976,57.091
CAF,Central African Republic,1976,46.992
CAN,Canada,1976,73.85609756097558
CEB,Central Europe and the Baltics,1976,70.3191488957891
CHE,Switzerland,1976,74.7853658536585
CHI,Channel Islands,1976,72.58
CHL,Chile,1976,66.307
CHN,China,1976,64.631
CIV,Cote d'Ivoire,1976,48.825
CMR,Cameroon,1976,49.718999999999994
COD,"Congo, Dem. Rep.",1976,45.41
COG,"Congo, Rep.",1976,52.943999999999996
COL,Colombia,1976,64.994
COM,Comoros,1976,48.356
CPV,Cabo Verde,1976,58.626000000000005
CRI,Costa Rica,1976,69.501
CSS,Caribbean small states,1976,67.133364477444
CUB,Cuba,1976,72.543
CUW,Curacao,1976,
CYM,Cayman Islands,1976,
CYP,Cyprus,1976,73.971
CZE,Czech Republic,1976,70.5326829268293
DEU,Germany,1976,71.6341463414634
DJI,Djibouti,1976,52.177
DMA,Dominica,1976,
DNK,Denmark,1976,73.739756097561
DOM,Dominican Republic,1976,61.226000000000006
DZA,Algeria,1976,53.661
EAP,East Asia & Pacific (excluding high income),1976,62.862781093072904
EAR,Early-demographic dividend,1976,54.00403426447829
EAS,East Asia & Pacific,1976,64.1250858435676
ECA,Europe & Central Asia (excluding high income),1976,66.1455846838181
ECS,Europe & Central Asia,1976,69.6801826380231
ECU,Ecuador,1976,61.298
EGY,"Egypt, Arab Rep.",1976,55.465
EMU,Euro area,1976,72.43466829045991
ERI,Eritrea,1976,45.403999999999996
ESP,Spain,1976,73.6426829268293
EST,Estonia,1976,69.2900243902439
ETH,Ethiopia,1976,44.11600000000001
EUU,European Union,1976,72.1256697291065
FCS,Fragile and conflict affected situations,1976,49.2059151072203
FIN,Finland,1976,71.81292682926829
FJI,Fiji,1976,63.11
FRA,France,1976,73.10243902439029
FRO,Faroe Islands,1976,
FSM,"Micronesia, Fed. Sts.",1976,61.206
GAB,Gabon,1976,52.041000000000004
GBR,United Kingdom,1976,72.7756097560976
GEO,Georgia,1976,69.266
GHA,Ghana,1976,51.113
GIN,Guinea,1976,39.0
GMB,"Gambia, The",1976,43.047
GNB,Guinea-Bissau,1976,42.611999999999995
GNQ,Equatorial Guinea,1976,41.738
GRC,Greece,1976,72.51956097560979
GRD,Grenada,1976,67.13
GRL,Greenland,1976,
GTM,Guatemala,1976,55.577
GUM,Guam,1976,67.95100000000001
GUY,Guyana,1976,62.211000000000006
HIC,High income,1976,72.3225252575371
HKG,"Hong Kong SAR, China",1976,72.819512195122
HND,Honduras,1976,56.567
HPC,Heavily indebted poor countries (HIPC),1976,46.22904975747971
HRV,Croatia,1976,70.4553658536585
HTI,Haiti,1976,49.232
HUN,Hungary,1976,69.5731707317073
IBD,IBRD only,1976,60.572526940899294
IBT,IDA & IBRD total,1976,58.4720871281003
IDA,IDA total,1976,48.6389578884445
IDB,IDA blend,1976,51.900766120302706
IDN,Indonesia,1976,55.92
IDX,IDA only,1976,47.0452390176609
IMN,Isle of Man,1976,
IND,India,1976,51.63
IRL,Ireland,1976,71.78278048780491
IRN,"Iran, Islamic Rep.",1976,55.744
IRQ,Iraq,1976,61.291000000000004
ISL,Iceland,1976,76.9721951219512
ISR,Israel,1976,72.95609756097559
ITA,Italy,1976,72.9919512195122
JAM,Jamaica,1976,69.718
JOR,Jordan,1976,64.108
JPN,Japan,1976,75.45682926829271
KAZ,Kazakhstan,1976,63.70926829268289
KEN,Kenya,1976,55.802
KGZ,Kyrgyz Republic,1976,61.797243902439
KHM,Cambodia,1976,20.317
KIR,Kiribati,1976,54.748000000000005
KNA,St. Kitts and Nevis,1976,
KOR,"Korea, Rep.",1976,64.5024390243902
KWT,Kuwait,1976,68.217
LAC,Latin America & Caribbean (excluding high income),1976,62.715523431391794
LAO,Lao PDR,1976,47.985
LBN,Lebanon,1976,67.352
LBR,Liberia,1976,43.513999999999996
LBY,Libya,1976,61.393
LCA,St. Lucia,1976,66.47800000000001
LCN,Latin America & Caribbean,1976,63.040356962496006
LDC,Least developed countries: UN classification,1976,45.985115704421396
LIC,Low income,1976,46.517886775795496
LIE,Liechtenstein,1976,
LKA,Sri Lanka,1976,66.459
LMC,Lower middle income,1976,53.383352851607796
LMY,Low & middle income,1976,58.352804298547
LSO,Lesotho,1976,54.03
LTE,Late-demographic dividend,1976,64.7504720718632
LTU,Lithuania,1976,70.9580487804878
LUX,Luxembourg,1976,70.998512195122
LVA,Latvia,1976,69.04780487804881
MAC,"Macao SAR, China",1976,72.352
MAF,St. Martin (French part),1976,
MAR,Morocco,1976,54.976000000000006
MDA,Moldova,1976,65.172
MDG,Madagascar,1976,47.516999999999996
MDV,Maldives,1976,49.167
MEA,Middle East & North Africa,1976,56.805570254021305
MEX,Mexico,1976,64.467
MHL,Marshall Islands,1976,
MIC,Middle income,1976,59.2768966214514
MKD,North Macedonia,1976,68.212
MLI,Mali,1976,36.645
MLT,Malta,1976,72.43678048780491
MMR,Myanmar,1976,51.312
MNA,Middle East & North Africa (excluding high income),1976,56.112074600853205
MNE,Montenegro,1976,72.286
MNG,Mongolia,1976,56.848
MOZ,Mozambique,1976,43.028
MRT,Mauritania,1976,52.817
MUS,Mauritius,1976,64.8556341463415
MWI,Malawi,1976,42.648999999999994
MYS,Malaysia,1976,66.76100000000001
NAC,North America,1976,72.95320432389879
NAM,Namibia,1976,55.882
NCL,New Caledonia,1976,65.7219512195122
NER,Niger,1976,37.227
NGA,Nigeria,1976,43.647
NIC,Nicaragua,1976,56.763999999999996
NLD,Netherlands,1976,74.6470731707317
NOR,Norway,1976,75.039512195122
NPL,Nepal,1976,44.294
NZL,New Zealand,1976,72.42195121951221
OED,OECD members,1976,71.3243425540898
OMN,Oman,1976,55.781000000000006
OSS,Other small states,1976,57.315690881549905
PAK,Pakistan,1976,55.42100000000001
PAN,Panama,1976,68.513
PER,Peru,1976,58.114
PHL,Philippines,1976,63.206
PLW,Palau,1976,
PNG,Papua New Guinea,1976,50.196999999999996
POL,Poland,1976,70.6560975609756
PRE,Pre-demographic dividend,1976,46.2382565028236
PRI,Puerto Rico,1976,73.1908292682927
PRK,"Korea, Dem. People’s Rep.",1976,64.206
PRT,Portugal,1976,68.8609756097561
